order_id;customer_id
282;4509
283;4547
284;4571
285;4599
286;4617
287;4653
288;4671
289;4700
290;4707
291;4719
292;4820
293;4827
294;4861
295;4870
296;4875
297;4949
298;4973
299;5022
300;5032
301;5036
302;5037
303;5060
304;5075
305;5117
306;5155
307;5160
308;5172
309;5195
310;5212
311;5257
312;5258
313;5265
314;5289
315;5319
316;5341
317;5344
318;5618
319;5634
320;6087
321;6105
322;6235
323;6304
324;6313
325;6507
326;6542
327;6814
328;7135
329;7265
330;7281
331;7333
332;7350
333;7366
334;7436
335;7469
336;7499
337;7895
338;7911
339;8008
340;8056
341;8239
342;33
343;39
344;72
345;85
346;130
347;314
348;339
349;346
350;401
351;437
352;444
353;448
354;475
355;476
356;489
357;532
358;536
359;544
360;593
361;599
362;673
363;683
364;702
365;731
366;742
367;784
368;791
369;812
370;854
371;910
372;922
373;1004
374;1020
375;1024
376;1064
377;1084
378;1116
379;1120
380;1122
381;1162
382;1176
383;1194
384;1219
385;1246
386;1264
387;1269
388;1302
389;1324
390;1326
391;1347
392;1398
393;1458
394;1544
395;1639
396;1677
397;1695
398;1801
399;1845
400;1899
401;1969
402;1979
403;1989
404;2057
405;2204
406;2209
407;2228
408;2248
409;2469
410;2577
411;2593
412;2659
413;2747
414;2775
415;2969
416;3282
417;3359
418;3535
419;3562
420;3576
421;3581
422;3608
423;3615
424;3620
425;3718
426;3747
427;3810
428;3841
429;3880
430;3930
431;3983
432;4016
433;4024
434;4050
435;4068
436;4076
437;4091
438;4104
439;4105
440;4108
441;4123
442;4125
443;4143
444;4210
445;4253
446;4302
447;4389
448;4440
449;4441
450;4449
451;4527
452;4530
453;4571
454;4574
455;4625
456;4650
457;4673
458;4682
459;4689
460;4719
461;4736
462;4756
463;4825
464;4836
465;4840
466;4867
467;4878
468;4896
469;4917
470;4940
471;4969
472;5016
473;5018
474;5058
475;5104
476;5113
477;5188
478;5208
479;5231
480;5234
481;5249
482;5271
483;5277
484;5279
485;5408
486;5549
487;5699
488;5718
489;5926
490;5932
491;6100
492;6185
493;6229
494;6311
495;6397
496;6610
497;6748
498;7007
499;7038
500;7290
501;7313
502;7428
503;7812
504;7960
505;7986
506;8291
507;3
508;31
509;39
510;132
511;140
512;159
513;161
514;191
515;192
516;206
517;228
518;245
519;260
520;261
521;298
522;376
523;386
524;395
525;404
526;419
527;440
528;457
529;469
530;478
531;501
532;512
533;527
534;541
535;548
536;580
537;718
538;743
539;752
540;768
541;775
542;835
543;857
544;865
545;905
546;911
547;914
548;922
549;933
550;936
551;942
552;966
553;1026
554;1060
555;1080
556;1092
557;1114
558;1118
559;1160
560;1174
561;1183
562;1189
563;1231
564;1251
565;1259
566;1291
567;1298
568;1333
569;1369
570;1376
571;1405
572;1436
573;1462
574;1512
575;1526
576;1546
577;1662
578;1752
579;1795
580;1824
581;1866
582;1938
583;2089
584;2129
585;2216
586;2276
587;2287
588;2300
589;2305
590;2307
591;2314
592;2315
593;2398
594;2462
595;2512
596;2534
597;2561
598;2600
599;2762
600;2826
601;2828
602;2868
603;2872
604;2948
605;3007
606;3018
607;3028
608;3037
609;3047
610;3114
611;3121
612;3154
613;3230
614;3375
615;3400
616;3426
617;3427
618;3464
619;3473
620;3569
621;3693
622;3703
623;3707
624;3723
625;3737
626;3744
627;3809
628;3821
629;3831
630;3866
631;3907
632;3949
633;3954
634;3957
635;3966
636;4096
637;4115
638;4123
639;4177
640;4241
641;4271
642;4349
643;4354
644;4360
645;4388
646;4392
647;4482
648;4559
649;4566
650;4615
651;4627
652;4645
653;4654
654;4661
655;4686
656;4737
657;4790
658;4836
659;4845
660;4900
661;4925
662;4998
663;5002
664;5030
665;5097
666;5161
667;5163
668;5171
669;5268
670;5321
671;5335
672;5367
673;5373
674;5492
675;5654
676;5740
677;5848
678;6442
679;6524
680;7125
681;7472
682;7488
683;7666
684;7792
685;7948
686;8246
687;8288
688;8328
689;3
690;10
691;13
692;18
693;80
694;89
695;100
696;110
697;169
698;179
699;251
700;258
701;387
702;433
703;475
704;502
705;542
706;553
707;556
708;557
709;575
710;587
711;640
712;642
713;648
714;649
715;695
716;701
717;731
718;764
719;782
720;849
721;889
722;932
723;935
724;942
725;943
726;962
727;973
728;974
729;975
730;978
731;982
732;986
733;1043
734;1078
735;1107
736;1110
737;1132
738;1163
739;1165
740;1203
741;1224
742;1276
743;1278
744;1288
745;1307
746;1312
747;1344
748;1403
749;1405
750;1406
751;1426
752;1448
753;1449
754;1463
755;1479
756;1498
757;1522
758;1618
759;1671
760;1728
761;1753
762;1767
763;1809
764;1824
765;1892
766;1968
767;2003
768;2012
769;2040
770;2122
771;2171
772;2180
773;2209
774;2265
775;2521
776;2559
777;2562
778;2573
779;2584
780;2699
781;2726
782;2743
783;2751
784;2794
785;2863
786;2908
787;2933
788;2942
789;2946
790;3043
791;3118
792;3171
793;3180
794;3293
795;3305
796;3466
797;3467
798;3470
799;3490
800;3504
801;3542
802;3551
803;3600
804;3656
805;3658
806;3676
807;3679
808;3684
809;3685
810;3686
811;3697
812;3706
813;3708
814;3720
815;3731
816;3732
817;3734
818;3743
819;3745
820;3751
821;3754
822;3757
823;3763
824;3768
825;3772
826;3777
827;3784
828;3790
829;3791
830;3806
831;3827
832;3828
833;3832
834;3835
835;3838
836;3842
837;3845
838;3850
839;3864
840;3866
841;3868
842;3876
843;3878
844;3879
845;3884
846;3893
847;3948
848;4009
849;4098
850;4118
851;4119
852;4120
853;4163
854;4169
855;4184
856;4194
857;4226
858;4237
859;4246
860;4250
861;4296
862;4320
863;4382
864;4434
865;4435
866;4473
867;4479
868;4503
869;4517
870;4521
871;4530
872;4558
873;4568
874;4592
875;4620
876;4643
877;4654
878;4663
879;4670
880;4671
881;4685
882;4743
883;4768
884;4868
885;4909
886;4962
887;4984
888;5015
889;5037
890;5096
891;5111
892;5252
893;5734
894;5762
895;5774
896;5799
897;6038
898;6197
899;6270
900;6292
901;6350
902;6366
903;6946
904;8145
905;3
906;14
907;19
908;20
909;40
910;45
911;60
912;73
913;87
914;104
915;105
916;120
917;136
918;145
919;148
920;171
921;173
922;202
923;208
924;215
925;221
926;224
927;246
928;252
929;255
930;289
931;306
932;315
933;317
934;337
935;368
936;369
937;384
938;401
939;403
940;485
941;495
942;545
943;553
944;578
945;624
946;670
947;692
948;725
949;737
950;800
951;810
952;843
953;850
954;854
955;898
956;909
957;917
958;928
959;929
960;930
961;942
962;968
963;986
964;1056
965;1057
966;1078
967;1088
968;1094
969;1096
970;1106
971;1119
972;1123
973;1124
974;1182
975;1205
976;1221
977;1256
978;1326
979;1330
980;1380
981;1389
982;1432
983;1483
984;1492
985;1532
986;1551
987;1651
988;1782
989;1808
990;1849
991;1877
992;1904
993;1908
994;1962
995;1974
996;2042
997;2046
998;2081
999;2158
1000;2179
1001;2192
1002;2214
1003;2235
1004;2247
1005;2330
1006;2332
1007;2336
1008;2353
1009;2366
1010;2371
1011;2389
1012;2404
1013;2478
1014;2482
1015;2560
1016;2638
1017;2681
1018;2735
1019;2827
1020;2838
1021;2865
1022;2909
1023;2966
1024;3065
1025;3119
1026;3246
1027;3258
1028;3270
1029;3299
1030;3367
1031;3368
1032;3399
1033;3477
1034;3508
1035;3527
1036;3539
1037;3572
1038;3609
1039;3658
1040;3682
1041;3685
1042;3695
1043;3704
1044;3707
1045;3712
1046;3713
1047;3720
1048;3726
1049;3733
1050;3751
1051;3752
1052;3759
1053;3781
1054;3789
1055;3792
1056;3803
1057;3806
1058;3813
1059;3814
1060;3823
1061;3829
1062;3836
1063;3840
1064;3845
1065;3852
1066;3854
1067;3871
1068;3877
1069;3888
1070;3889
1071;3898
1072;3980
1073;4064
1074;4071
1075;4181
1076;4243
1077;4248
1078;4266
1079;4277
1080;4337
1081;4366
1082;4383
1083;4417
1084;4465
1085;4524
1086;4581
1087;4585
1088;4586
1089;4672
1090;4699
1091;4700
1092;4775
1093;4878
1094;4893
1095;4905
1096;4920
1097;5001
1098;5018
1099;5120
1100;6207
1101;7453
1102;15
1103;26
1104;31
1105;47
1106;61
1107;63
1108;76
1109;105
1110;110
1111;134
1112;146
1113;150
1114;187
1115;206
1116;215
1117;243
1118;276
1119;295
1120;298
1121;335
1122;346
1123;355
1124;374
1125;378
1126;389
1127;404
1128;417
1129;419
1130;453
1131;454
1132;464
1133;492
1134;498
1135;525
1136;536
1137;546
1138;591
1139;597
1140;613
1141;628
1142;630
1143;637
1144;695
1145;696
1146;712
1147;745
1148;751
1149;774
1150;802
1151;846
1152;893
1153;912
1154;920
1155;922
1156;936
1157;967
1158;971
1159;998
1160;1040
1161;1041
1162;1063
1163;1112
1164;1144
1165;1158
1166;1182
1167;1190
1168;1199
1169;1203
1170;1204
1171;1243
1172;1273
1173;1293
1174;1319
1175;1339
1176;1383
1177;1392
1178;1396
1179;1403
1180;1412
1181;1417
1182;1457
1183;1468
1184;1474
1185;1487
1186;1502
1187;1507
1188;1527
1189;1551
1190;1595
1191;1686
1192;1700
1193;1751
1194;1788
1195;1792
1196;1799
1197;1866
1198;1912
1199;1951
1200;1976
1201;2052
1202;2108
1203;2198
1204;2236
1205;2276
1206;2283
1207;2294
1208;2313
1209;2330
1210;2381
1211;2385
1212;2389
1213;2461
1214;2469
1215;2511
1216;2520
1217;2662
1218;2671
1219;2673
1220;2735
1221;2798
1222;2800
1223;2826
1224;2909
1225;2911
1226;3011
1227;3052
1228;3073
1229;3079
1230;3152
1231;3173
1232;3174
1233;3206
1234;3223
1235;3258
1236;3276
1237;3388
1238;3421
1239;3516
1240;3577
1241;3589
1242;3615
1243;3632
1244;3653
1245;3656
1246;3662
1247;3681
1248;3682
1249;3689
1250;3701
1251;3710
1252;3715
1253;3719
1254;3735
1255;3739
1256;3758
1257;3759
1258;3760
1259;3764
1260;3780
1261;3789
1262;3802
1263;3816
1264;3818
1265;3833
1266;3838
1267;3843
1268;3845
1269;3847
1270;3849
1271;3854
1272;3864
1273;3865
1274;3872
1275;3878
1276;3880
1277;3897
1278;3906
1279;3915
1280;3931
1281;3957
1282;4005
1283;4044
1284;4130
1285;4219
1286;4289
1287;4326
1288;4345
1289;4387
1290;4501
1291;4565
1292;4613
1293;4647
1294;4715
1295;4716
1296;4724
1297;4738
1298;4800
1299;4862
1300;4867
1301;4901
1302;4915
1303;5088
1304;5108
1305;5115
1306;5251
1307;5295
1308;5711
1309;6844
1310;7877
1311;1
1312;109
1313;138
1314;173
1315;179
1316;180
1317;214
1318;221
1319;273
1320;298
1321;364
1322;384
1323;412
1324;414
1325;422
1326;430
1327;441
1328;464
1329;496
1330;602
1331;663
1332;697
1333;700
1334;716
1335;720
1336;751
1337;752
1338;785
1339;865
1340;896
1341;906
1342;964
1343;1012
1344;1041
1345;1048
1346;1063
1347;1077
1348;1119
1349;1202
1350;1328
1351;1329
1352;1335
1353;1374
1354;1399
1355;1428
1356;1432
1357;1452
1358;1503
1359;1515
1360;1524
1361;1617
1362;1815
1363;1919
1364;1943
1365;1953
1366;1988
1367;2002
1368;2068
1369;2103
1370;2108
1371;2111
1372;2148
1373;2208
1374;2245
1375;2254
1376;2268
1377;2774
1378;2817
1379;2823
1380;2884
1381;2938
1382;2972
1383;3011
1384;3209
1385;3331
1386;3352
1387;3382
1388;3440
1389;3563
1390;3626
1391;3634
1392;3725
1393;3770
1394;3776
1395;3793
1396;3830
1397;3943
1398;3992
1399;3996
1400;4029
1401;4060
1402;4117
1403;4138
1404;4153
1405;4190
1406;4208
1407;4212
1408;4251
1409;4258
1410;4271
1411;4295
1412;4310
1413;4345
1414;4360
1415;4362
1416;4382
1417;4387
1418;4456
1419;4479
1420;4487
1421;4499
1422;4505
1423;4528
1424;4542
1425;4543
1426;4558
1427;4592
1428;4628
1429;4686
1430;4690
1431;4722
1432;4744
1433;4747
1434;4754
1435;4816
1436;4857
1437;4896
1438;4900
1439;4905
1440;4909
1441;4932
1442;4993
1443;5000
1444;5001
1445;5008
1446;5033
1447;5055
1448;5090
1449;5091
1450;5119
1451;5122
1452;5146
1453;5156
1454;5170
1455;5181
1456;5185
1457;5197
1458;5207
1459;5208
1460;5232
1461;5268
1462;5278
1463;5313
1464;5314
1465;5320
1466;5327
1467;5329
1468;5340
1469;5344
1470;5384
1471;5387
1472;5419
1473;5476
1474;5633
1475;5759
1476;5933
1477;5992
1478;6701
1479;6806
1480;6935
1481;6991
1482;7085
1483;7249
1484;7384
1485;7427
1486;7802
1487;7847
1488;7852
1489;8003
1490;8171
1491;8238
1492;22
1493;39
1494;59
1495;79
1496;100
1497;132
1498;135
1499;155
1500;202
1501;264
1502;292
1503;315
1504;331
1505;359
1506;399
1507;426
1508;481
1509;511
1510;513
1511;589
1512;601
1513;625
1514;630
1515;656
1516;698
1517;701
1518;712
1519;766
1520;784
1521;793
1522;796
1523;823
1524;838
1525;918
1526;933
1527;937
1528;948
1529;961
1530;975
1531;981
1532;987
1533;1041
1534;1103
1535;1195
1536;1201
1537;1242
1538;1288
1539;1292
1540;1294
1541;1346
1542;1347
1543;1355
1544;1456
1545;1496
1546;1572
1547;1599
1548;1617
1549;1669
1550;1692
1551;1703
1552;1740
1553;1748
1554;1750
1555;1833
1556;1850
1557;1959
1558;1982
1559;1995
1560;2032
1561;2058
1562;2122
1563;2168
1564;2273
1565;2277
1566;2367
1567;2462
1568;2504
1569;2584
1570;2598
1571;2599
1572;2630
1573;2647
1574;2767
1575;2781
1576;2791
1577;2816
1578;2904
1579;2977
1580;3011
1581;3217
1582;3218
1583;3375
1584;3446
1585;3453
1586;3463
1587;3589
1588;3621
1589;3638
1590;3713
1591;3714
1592;3726
1593;3731
1594;3751
1595;3765
1596;3774
1597;3813
1598;3846
1599;3861
1600;3921
1601;3930
1602;3983
1603;3995
1604;3998
1605;4020
1606;4021
1607;4129
1608;4144
1609;4160
1610;4170
1611;4179
1612;4188
1613;4210
1614;4251
1615;4299
1616;4306
1617;4324
1618;4364
1619;4375
1620;4415
1621;4448
1622;4479
1623;4485
1624;4558
1625;4567
1626;4635
1627;4666
1628;4714
1629;4785
1630;4799
1631;4812
1632;4841
1633;4847
1634;4903
1635;4963
1636;4993
1637;4994
1638;5007
1639;5038
1640;5043
1641;5050
1642;5057
1643;5213
1644;5231
1645;5312
1646;5357
1647;5371
1648;5380
1649;5422
1650;5442
1651;5557
1652;5798
1653;5827
1654;6123
1655;6390
1656;6566
1657;6644
1658;6678
1659;6685
1660;6847
1661;6876
1662;6902
1663;6924
1664;6974
1665;7017
1666;7074
1667;7273
1668;7297
1669;7458
1670;7715
1671;7733
1672;7763
1673;7815
1674;7845
1675;8011
1676;8043
1677;8107
1678;8160
1679;8341
1680;8380
1681;24
1682;37
1683;76
1684;95
1685;97
1686;154
1687;166
1688;168
1689;178
1690;193
1691;246
1692;255
1693;258
1694;263
1695;360
1696;370
1697;380
1698;455
1699;522
1700;524
1701;712
1702;718
1703;734
1704;740
1705;790
1706;852
1707;867
1708;873
1709;880
1710;900
1711;939
1712;942
1713;969
1714;1009
1715;1051
1716;1099
1717;1189
1718;1209
1719;1250
1720;1283
1721;1320
1722;1325
1723;1355
1724;1366
1725;1368
1726;1409
1727;1412
1728;1421
1729;1440
1730;1469
1731;1475
1732;1490
1733;1492
1734;1568
1735;1666
1736;1690
1737;1720
1738;1837
1739;1851
1740;1860
1741;1874
1742;1884
1743;1887
1744;1943
1745;1960
1746;2003
1747;2053
1748;2087
1749;2198
1750;2199
1751;2232
1752;2327
1753;2346
1754;2373
1755;2406
1756;2619
1757;2630
1758;2689
1759;2767
1760;2817
1761;2892
1762;2900
1763;3034
1764;3132
1765;3155
1766;3222
1767;3344
1768;3428
1769;3460
1770;3514
1771;3628
1772;3629
1773;3697
1774;3702
1775;3755
1776;3763
1777;3775
1778;3781
1779;3790
1780;3799
1781;3829
1782;3849
1783;3887
1784;3895
1785;3913
1786;3916
1787;3983
1788;4027
1789;4032
1790;4044
1791;4075
1792;4165
1793;4185
1794;4199
1795;4205
1796;4241
1797;4256
1798;4283
1799;4289
1800;4341
1801;4359
1802;4368
1803;4393
1804;4406
1805;4413
1806;4453
1807;4470
1808;4478
1809;4480
1810;4490
1811;4562
1812;4583
1813;4706
1814;4758
1815;4774
1816;4779
1817;4837
1818;4851
1819;4865
1820;4878
1821;4892
1822;4899
1823;4924
1824;4944
1825;4948
1826;4975
1827;4989
1828;5039
1829;5049
1830;5056
1831;5070
1832;5073
1833;5088
1834;5169
1835;5188
1836;5194
1837;5245
1838;5251
1839;5262
1840;5270
1841;5326
1842;5334
1843;5345
1844;5355
1845;5360
1846;6036
1847;6047
1848;6333
1849;6369
1850;6621
1851;6691
1852;6984
1853;7078
1854;7143
1855;7332
1856;7405
1857;7458
1858;7681
1859;7826
1860;7948
1861;37
1862;70
1863;84
1864;91
1865;95
1866;107
1867;108
1868;168
1869;179
1870;213
1871;221
1872;238
1873;261
1874;280
1875;290
1876;328
1877;401
1878;470
1879;566
1880;570
1881;677
1882;681
1883;685
1884;695
1885;762
1886;769
1887;846
1888;861
1889;863
1890;904
1891;935
1892;944
1893;953
1894;956
1895;999
1896;1020
1897;1027
1898;1031
1899;1036
1900;1037
1901;1038
1902;1041
1903;1139
1904;1189
1905;1208
1906;1218
1907;1260
1908;1266
1909;1329
1910;1368
1911;1412
1912;1423
1913;1445
1914;1471
1915;1478
1916;1550
1917;1583
1918;1584
1919;1866
1920;1907
1921;1935
1922;2009
1923;2081
1924;2160
1925;2215
1926;2296
1927;2299
1928;2373
1929;2416
1930;2569
1931;2665
1932;2856
1933;2941
1934;2987
1935;2994
1936;2999
1937;3023
1938;3132
1939;3238
1940;3258
1941;3297
1942;3325
1943;3335
1944;3380
1945;3383
1946;3626
1947;3669
1948;3671
1949;3690
1950;3698
1951;3756
1952;3792
1953;3839
1954;3900
1955;3903
1956;3977
1957;3989
1958;4041
1959;4042
1960;4056
1961;4065
1962;4082
1963;4106
1964;4135
1965;4196
1966;4204
1967;4223
1968;4242
1969;4331
1970;4387
1971;4442
1972;4447
1973;4449
1974;4488
1975;4494
1976;4507
1977;4589
1978;4622
1979;4623
1980;4652
1981;4687
1982;4707
1983;4798
1984;4823
1985;4884
1986;4892
1987;4902
1988;4917
1989;4922
1990;4963
1991;4971
1992;4977
1993;5005
1994;5022
1995;5023
1996;5024
1997;5027
1998;5064
1999;5066
2000;5075
2001;5113
2002;5195
2003;5215
2004;5237
2005;5252
2006;5297
2007;5308
2008;5346
2009;5395
2010;5500
2011;5763
2012;5874
2013;5888
2014;5939
2015;6130
2016;6188
2017;6276
2018;6467
2019;6528
2020;6577
2021;6737
2022;6858
2023;6953
2024;6987
2025;7162
2026;7169
2027;7200
2028;7388
2029;7562
2030;7701
2031;8041
2032;8098
2033;12
2034;29
2035;31
2036;37
2037;55
2038;58
2039;122
2040;130
2041;145
2042;166
2043;207
2044;213
2045;253
2046;325
2047;345
2048;363
2049;399
2050;401
2051;482
2052;496
2053;507
2054;562
2055;602
2056;609
2057;638
2058;651
2059;654
2060;689
2061;720
2062;722
2063;784
2064;811
2065;848
2066;851
2067;899
2068;907
2069;909
2070;916
2071;919
2072;926
2073;930
2074;935
2075;962
2076;971
2077;979
2078;992
2079;993
2080;1037
2081;1072
2082;1087
2083;1114
2084;1115
2085;1122
2086;1142
2087;1147
2088;1158
2089;1202
2090;1209
2091;1293
2092;1302
2093;1304
2094;1376
2095;1387
2096;1420
2097;1436
2098;1448
2099;1456
2100;1459
2101;1470
2102;1496
2103;1498
2104;1534
2105;1568
2106;1604
2107;1622
2108;1634
2109;1644
2110;1666
2111;1904
2112;1942
2113;2011
2114;2020
2115;2044
2116;2080
2117;2084
2118;2112
2119;2133
2120;2153
2121;2190
2122;2263
2123;2402
2124;2476
2125;2602
2126;2642
2127;2705
2128;2723
2129;2735
2130;2745
2131;2751
2132;2852
2133;2895
2134;2925
2135;2942
2136;2965
2137;2971
2138;3008
2139;3023
2140;3061
2141;3067
2142;3103
2143;3139
2144;3151
2145;3169
2146;3181
2147;3187
2148;3307
2149;3381
2150;3459
2151;3498
2152;3509
2153;3510
2154;3548
2155;3625
2156;3655
2157;3670
2158;3683
2159;3687
2160;3688
2161;3689
2162;3703
2163;3706
2164;3715
2165;3718
2166;3733
2167;3743
2168;3748
2169;3754
2170;3755
2171;3758
2172;3761
2173;3765
2174;3775
2175;3778
2176;3786
2177;3793
2178;3811
2179;3820
2180;3842
2181;3843
2182;3846
2183;3853
2184;3855
2185;3861
2186;3866
2187;3867
2188;3868
2189;3869
2190;3884
2191;3898
2192;3939
2193;3955
2194;3968
2195;3979
2196;3987
2197;4002
2198;4032
2199;4055
2200;4126
2201;4133
2202;4193
2203;4212
2204;4216
2205;4226
2206;4227
2207;4236
2208;4251
2209;4297
2210;4314
2211;4319
2212;4369
2213;4395
2214;4469
2215;4474
2216;4495
2217;4519
2218;4543
2219;4554
2220;4566
2221;4639
2222;4683
2223;4694
2224;4730
2225;4760
2226;4771
2227;4877
2228;4926
2229;4935
2230;5025
2231;5032
2232;5033
2233;5101
2234;5150
2235;5193
2236;5252
2237;5323
2238;5357
2239;5769
2240;5785
2241;6008
2242;6015
2243;6023
2244;6054
2245;6297
2246;6323
2247;6342
2248;6385
2249;6493
2250;7320
2251;7351
2252;7406
2253;7496
2254;7534
2255;7709
2256;12
2257;39
2258;53
2259;63
2260;71
2261;100
2262;163
2263;171
2264;174
2265;178
2266;183
2267;204
2268;209
2269;212
2270;265
2271;283
2272;288
2273;297
2274;301
2275;306
2276;308
2277;318
2278;331
2279;333
2280;351
2281;357
2282;372
2283;388
2284;407
2285;412
2286;413
2287;414
2288;448
2289;475
2290;478
2291;512
2292;522
2293;530
2294;550
2295;562
2296;569
2297;621
2298;642
2299;650
2300;664
2301;666
2302;694
2303;696
2304;718
2305;720
2306;730
2307;750
2308;757
2309;761
2310;805
2311;834
2312;847
2313;910
2314;919
2315;920
2316;934
2317;968
2318;973
2319;1010
2320;1109
2321;1125
2322;1131
2323;1140
2324;1181
2325;1187
2326;1305
2327;1326
2328;1344
2329;1374
2330;1400
2331;1403
2332;1432
2333;1443
2334;1444
2335;1448
2336;1473
2337;1492
2338;1537
2339;1547
2340;1584
2341;1618
2342;1648
2343;1697
2344;1718
2345;1720
2346;1820
2347;1828
2348;1897
2349;1960
2350;1978
2351;2042
2352;2098
2353;2210
2354;2225
2355;2274
2356;2285
2357;2337
2358;2384
2359;2446
2360;2478
2361;2552
2362;2582
2363;2638
2364;2714
2365;2767
2366;2813
2367;2933
2368;2974
2369;2977
2370;2991
2371;3002
2372;3023
2373;3067
2374;3096
2375;3116
2376;3205
2377;3252
2378;3296
2379;3324
2380;3397
2381;3410
2382;3428
2383;3509
2384;3519
2385;3531
2386;3555
2387;3610
2388;3641
2389;3711
2390;3713
2391;3714
2392;3720
2393;3726
2394;3755
2395;3757
2396;3759
2397;3764
2398;3768
2399;3783
2400;3786
2401;3798
2402;3823
2403;3825
2404;3829
2405;3836
2406;3839
2407;3844
2408;3859
2409;3865
2410;3868
2411;3870
2412;3884
2413;3888
2414;3897
2415;3992
2416;4021
2417;4037
2418;4041
2419;4092
2420;4102
2421;4229
2422;4231
2423;4247
2424;4344
2425;4357
2426;4364
2427;4368
2428;4424
2429;4437
2430;4477
2431;4480
2432;4542
2433;4583
2434;4585
2435;4587
2436;4596
2437;4634
2438;4666
2439;4731
2440;4742
2441;4758
2442;4763
2443;4800
2444;4863
2445;4901
2446;4932
2447;4980
2448;5061
2449;5089
2450;5104
2451;5125
2452;5152
2453;5165
2454;5339
2455;5372
2456;6135
2457;6299
2458;7181
2459;7197
2460;7305
2461;7597
2462;7856
2463;3
2464;15
2465;23
2466;64
2467;92
2468;93
2469;105
2470;116
2471;124
2472;128
2473;170
2474;205
2475;212
2476;231
2477;241
2478;265
2479;266
2480;276
2481;283
2482;309
2483;385
2484;386
2485;394
2486;396
2487;404
2488;418
2489;516
2490;551
2491;592
2492;647
2493;650
2494;675
2495;684
2496;694
2497;696
2498;700
2499;722
2500;730
2501;836
2502;846
2503;856
2504;868
2505;882
2506;886
2507;920
2508;929
2509;937
2510;961
2511;969
2512;981
2513;983
2514;988
2515;1016
2516;1019
2517;1038
2518;1058
2519;1071
2520;1102
2521;1104
2522;1105
2523;1158
2524;1180
2525;1184
2526;1186
2527;1221
2528;1226
2529;1249
2530;1269
2531;1283
2532;1302
2533;1314
2534;1318
2535;1340
2536;1363
2537;1370
2538;1394
2539;1396
2540;1397
2541;1410
2542;1453
2543;1458
2544;1569
2545;1665
2546;1703
2547;1731
2548;1744
2549;1825
2550;1889
2551;1902
2552;1919
2553;1942
2554;1977
2555;2041
2556;2096
2557;2148
2558;2170
2559;2174
2560;2183
2561;2209
2562;2248
2563;2393
2564;2482
2565;2491
2566;2541
2567;2677
2568;2684
2569;2688
2570;2942
2571;2962
2572;2999
2573;3022
2574;3031
2575;3056
2576;3062
2577;3116
2578;3173
2579;3279
2580;3314
2581;3389
2582;3394
2583;3434
2584;3450
2585;3465
2586;3472
2587;3550
2588;3618
2589;3623
2590;3657
2591;3660
2592;3669
2593;3675
2594;3692
2595;3716
2596;3723
2597;3725
