cancellation_id;order_date;customer_id;segment_id;location_id;arrival_time;finish_cooking;kitchen_time_minutes;wait_time_minutes;max_wait_time_minutes
113;2024-01-14;5340;5;3;2024-01-14 13:40:00;;;84,61;45,0
114;2024-01-14;5375;5;3;2024-01-14 11:13:00;;;242,72;45,0
115;2024-01-14;6593;6;2;2024-01-14 10:34:00;;;91,8;90,0
116;2024-01-15;5780;6;2;2024-01-15 10:19:00;;;107,47;90,0
117;2024-01-16;4119;4;1;2024-01-16 10:41:00;2024-01-16 11:48:41;67,69;46,78;60,0
118;2024-01-17;7011;6;2;2024-01-17 10:02:00;;;125,0;90,0
119;2024-01-18;4954;5;1;2024-01-18 11:07:00;;;64,63;45,0
120;2024-01-18;5350;5;3;2024-01-18 11:22:00;;;57,55;45,0
121;2024-01-18;7300;6;2;2024-01-18 10:44:00;2024-01-18 12:34:53;110,89;84,11;90,0
122;2024-01-19;4016;4;1;2024-01-19 12:26:00;;;71,15;60,0
123;2024-01-19;4264;4;2;2024-01-19 10:16:00;;;137,94;60,0
124;2024-01-19;4417;4;2;2024-01-19 11:14:00;;;85,89;60,0
125;2024-01-19;4792;4;3;2024-01-19 10:01:00;;;157,66;60,0
126;2024-01-19;4909;5;1;2024-01-19 10:32:00;;;185,15;45,0
127;2024-01-19;4914;5;1;2024-01-19 12:03:00;;;94,15;45,0
128;2024-01-19;5001;5;2;2024-01-19 11:05:00;;;112,32;45,0
129;2024-01-19;5028;5;3;2024-01-19 11:15:00;;;84,74;45,0
130;2024-01-19;5080;5;2;2024-01-19 10:44:00;;;167,27;45,0
131;2024-01-19;5103;5;2;2024-01-19 10:00:00;;;211,27;45,0
132;2024-01-19;5161;5;2;2024-01-19 10:49:00;;;162,27;45,0
133;2024-01-19;5288;5;3;2024-01-19 11:27:00;;;72,74;45,0
134;2024-01-19;6184;6;2;2024-01-19 10:23:00;;;229,1;90,0
135;2024-01-19;7084;6;2;2024-01-19 12:07:00;;;186,33;90,0
136;2024-01-19;7173;6;2;2024-01-19 13:00:00;;;133,33;90,0
137;2024-01-19;7879;6;2;2024-01-19 11:55:00;;;216,69;90,0
138;2024-01-19;8325;6;3;2024-01-19 12:15:00;2024-01-19 13:48:21;93,36;77,86;90,0
139;2024-01-20;3844;3;1;2024-01-20 12:30:00;2024-01-20 13:32:01;62,03;49,36;60,0
140;2024-01-20;3847;3;1;2024-01-20 11:26:00;;;113,36;60,0
141;2024-01-20;4121;4;1;2024-01-20 11:52:00;;;99,58;60,0
142;2024-01-20;4137;4;1;2024-01-20 12:32:00;2024-01-20 13:45:15;73,25;59,58;60,0
143;2024-01-20;4456;4;2;2024-01-20 11:02:00;;;89,85;60,0
144;2024-01-20;4911;5;1;2024-01-20 11:30:00;;;126,55;45,0
145;2024-01-20;4926;5;1;2024-01-20 10:00:00;;;216,55;45,0
146;2024-01-20;4927;5;1;2024-01-20 11:28:00;;;128,55;45,0
147;2024-01-20;4988;5;1;2024-01-20 13:06:00;;;47,68;45,0
148;2024-01-20;5046;5;2;2024-01-20 10:46:00;;;154,36;45,0
149;2024-01-20;5050;5;2;2024-01-20 10:47:00;;;153,36;45,0
150;2024-01-20;5109;5;2;2024-01-20 12:44:00;2024-01-20 13:33:29;49,5;36,36;45,0
151;2024-01-20;5115;5;2;2024-01-20 10:23:00;;;177,36;45,0
152;2024-01-20;5141;5;2;2024-01-20 10:10:00;;;190,36;45,0
153;2024-01-20;5169;5;2;2024-01-20 12:21:00;;;73,75;45,0
154;2024-01-20;5221;5;2;2024-01-20 11:57:00;;;97,75;45,0
155;2024-01-20;5318;5;3;2024-01-20 11:58:00;2024-01-20 12:56:23;58,4;39,07;45,0
156;2024-01-20;5333;5;3;2024-01-20 11:10:00;;;87,07;45,0
157;2024-01-20;8389;6;3;2024-01-20 10:53:00;;;104,07;90,0
158;2024-01-21;3948;4;1;2024-01-21 12:09:00;2024-01-21 13:12:46;63,78;47,22;60,0
159;2024-01-21;4144;4;1;2024-01-21 13:19:00;;;86,73;60,0
160;2024-01-21;4213;4;1;2024-01-21 13:15:00;;;90,73;60,0
161;2024-01-21;4673;4;3;2024-01-21 10:34:00;;;276,2;60,0
162;2024-01-21;4863;4;3;2024-01-21 11:47:00;;;285,36;60,0
163;2024-01-21;4875;4;3;2024-01-21 14:37:00;;;115,36;60,0
164;2024-01-21;4917;5;1;2024-01-21 12:07:00;;;226,11;45,0
165;2024-01-21;5134;5;2;2024-01-21 11:06:00;;;92,46;45,0
166;2024-01-21;5173;5;2;2024-01-21 10:33:00;;;145,75;45,0
167;2024-01-21;5267;5;3;2024-01-21 10:45:00;;;367,57;45,0
168;2024-01-22;3584;2;3;2024-01-22 10:49:00;;;53,55;45,0
169;2024-01-22;3898;3;3;2024-01-22 11:15:00;;;68,02;60,0
170;2024-01-22;5287;5;3;2024-01-22 10:25:00;;;156,31;45,0
171;2024-01-22;5304;5;3;2024-01-22 10:40:00;;;141,31;45,0
172;2024-01-22;5307;5;3;2024-01-22 10:46:00;;;135,31;45,0
173;2024-01-22;5324;5;3;2024-01-22 10:13:00;;;179,23;45,0
174;2024-01-22;8369;6;3;2024-01-22 12:35:00;2024-01-22 14:24:18;109,3;88,76;90,0
175;2024-01-23;5388;5;3;2024-01-23 10:10:00;;;123,7;45,0
176;2024-01-23;6950;6;2;2024-01-23 11:20:00;2024-01-23 13:00:24;100,41;86,58;90,0
177;2024-01-23;7308;6;2;2024-01-23 11:30:00;2024-01-23 13:04:28;94,48;76,58;90,0
178;2024-01-23;7914;6;2;2024-01-23 12:37:00;2024-01-23 14:07:25;90,43;71,35;90,0
179;2024-01-24;5285;5;3;2024-01-24 11:20:00;2024-01-24 12:10:26;50,44;36,32;45,0
180;2024-01-24;5294;5;3;2024-01-24 10:39:00;;;77,32;45,0
181;2024-01-24;5299;5;3;2024-01-24 10:36:00;;;80,32;45,0
182;2024-01-24;5342;5;3;2024-01-24 11:34:00;2024-01-24 12:20:17;46,3;26,06;45,0
183;2024-01-24;7202;6;2;2024-01-24 10:09:00;;;164,9;90,0
184;2024-01-24;7558;6;2;2024-01-24 10:41:00;;;187,0;90,0
185;2024-01-25;4982;5;1;2024-01-25 10:04:00;;;96,81;45,0
186;2024-01-25;5271;5;3;2024-01-25 11:25:00;;;90,29;45,0
187;2024-01-25;5329;5;3;2024-01-25 10:45:00;;;130,29;45,0
188;2024-01-25;5331;5;3;2024-01-25 11:07:00;;;108,29;45,0
189;2024-01-25;5341;5;3;2024-01-25 10:00:00;;;175,29;45,0
190;2024-01-25;5365;5;3;2024-01-25 11:07:00;;;108,29;45,0
191;2024-01-25;7227;6;2;2024-01-25 12:54:00;;;97,66;90,0
192;2024-01-25;7280;6;2;2024-01-25 11:43:00;;;168,66;90,0
193;2024-01-25;7286;6;2;2024-01-25 12:34:00;;;117,66;90,0
194;2024-01-25;7682;6;2;2024-01-25 10:10:00;;;264,26;90,0
195;2024-01-26;4893;5;1;2024-01-26 12:51:00;;;49,62;45,0
196;2024-01-26;5180;5;2;2024-01-26 10:38:00;2024-01-26 11:28:19;50,33;32,81;45,0
197;2024-01-26;5276;5;3;2024-01-26 11:12:00;;;74,25;45,0
198;2024-01-26;7166;6;2;2024-01-26 10:10:00;;;226,78;90,0
199;2024-01-26;7778;6;2;2024-01-26 10:37:00;;;199,78;90,0
200;2024-01-27;1574;2;1;2024-01-27 10:28:00;;;95,31;45,0
201;2024-01-27;3643;2;3;2024-01-27 11:41:00;;;84,35;45,0
202;2024-01-27;3666;3;1;2024-01-27 11:28:00;;;80,15;60,0
203;2024-01-27;3683;3;1;2024-01-27 11:27:00;;;81,15;60,0
204;2024-01-27;3744;3;1;2024-01-27 11:29:00;;;131,18;60,0
205;2024-01-27;3755;3;3;2024-01-27 11:29:00;;;113,16;60,0
206;2024-01-27;3850;3;3;2024-01-27 12:30:00;2024-01-27 13:42:26;72,44;52,16;60,0
207;2024-01-27;3953;4;1;2024-01-27 13:01:00;;;67,42;60,0
208;2024-01-27;4028;4;1;2024-01-27 12:48:00;;;105,6;60,0
209;2024-01-27;4130;4;1;2024-01-27 13:37:00;2024-01-27 14:39:21;62,37;56,6;60,0
210;2024-01-27;4455;4;3;2024-01-27 13:01:00;;;157,01;60,0
211;2024-01-27;4598;4;3;2024-01-27 14:11:00;;;112,6;60,0
212;2024-01-27;4650;4;3;2024-01-27 13:41:00;;;142,6;60,0
213;2024-01-27;4708;4;3;2024-01-27 14:39:00;;;84,6;60,0
214;2024-01-27;4777;4;3;2024-01-27 14:02:00;;;129,82;60,0
215;2024-01-27;4906;5;1;2024-01-27 11:20:00;;;222,85;45,0
216;2024-01-27;4928;5;1;2024-01-27 13:02:00;;;120,85;45,0
217;2024-01-27;4944;5;1;2024-01-27 12:03:00;;;179,85;45,0
218;2024-01-27;4966;5;1;2024-01-27 13:41:00;;;81,85;45,0
219;2024-01-27;4976;5;1;2024-01-27 10:40:00;;;262,85;45,0
220;2024-01-27;4981;5;1;2024-01-27 14:21:00;2024-01-27 15:08:47;47,8;41,85;45,0
221;2024-01-27;5184;5;2;2024-01-27 10:46:00;;;135,42;45,0
222;2024-01-27;5193;5;2;2024-01-27 10:52:00;;;129,42;45,0
223;2024-01-27;5306;5;3;2024-01-27 10:57:00;;;319,9;45,0
224;2024-01-27;5349;5;3;2024-01-27 13:54:00;;;142,9;45,0
225;2024-01-27;5376;5;3;2024-01-27 13:13:00;;;183,9;45,0
226;2024-01-27;5378;5;3;2024-01-27 15:39:00;2024-01-27 16:30:42;51,7;37,9;45,0
227;2024-01-27;7084;6;2;2024-01-27 11:30:00;;;111,01;90,0
228;2024-01-28;3753;3;3;2024-01-28 11:54:00;2024-01-28 12:57:33;63,56;41,57;60,0
229;2024-01-28;3785;3;3;2024-01-28 11:08:00;;;89,76;60,0
230;2024-01-28;3898;3;3;2024-01-28 12:13:00;2024-01-28 13:18:14;65,24;46,07;60,0
231;2024-01-28;3968;4;1;2024-01-28 10:54:00;;;95,73;60,0
232;2024-01-28;4067;4;1;2024-01-28 11:40:00;;;60,51;60,0
233;2024-01-28;4758;4;3;2024-01-28 13:44:00;;;165,15;60,0
234;2024-01-28;4816;4;3;2024-01-28 12:03:00;;;274,75;60,0
235;2024-01-28;5263;5;3;2024-01-28 11:43:00;;;294,75;45,0
236;2024-01-28;5301;5;3;2024-01-28 10:13:00;;;384,75;45,0
237;2024-01-29;5257;5;3;2024-01-29 11:17:00;2024-01-29 12:02:05;45,09;32,74;45,0
238;2024-01-29;7133;6;2;2024-01-29 10:44:00;;;129,94;90,0
239;2024-01-29;8346;6;3;2024-01-29 10:03:00;;;139,26;90,0
240;2024-01-30;4945;5;1;2024-01-30 12:03:00;;;54,28;45,0
241;2024-01-30;4985;5;1;2024-01-30 11:40:00;;;81,29;45,0
242;2024-01-31;5344;5;3;2024-01-31 11:55:00;2024-01-31 12:44:25;49,43;36,02;45,0
243;2024-01-31;7035;6;2;2024-01-31 10:08:00;;;97,99;90,0
244;2024-02-01;4840;4;3;2024-02-01 10:37:00;;;99,59;60,0
245;2024-02-01;5248;5;3;2024-02-01 10:27:00;;;123,12;45,0
246;2024-02-01;5277;5;3;2024-02-01 10:48:00;;;106,82;45,0
247;2024-02-01;5318;5;3;2024-02-01 10:01:00;;;155,2;45,0
248;2024-02-01;5355;5;3;2024-02-01 11:27:00;;;69,2;45,0
249;2024-02-01;5879;6;2;2024-02-01 11:02:00;;;203,74;90,0
250;2024-02-01;6367;6;2;2024-02-01 13:09:00;;;109,05;90,0
251;2024-02-01;6496;6;2;2024-02-01 11:40:00;;;206,16;90,0
252;2024-02-01;6878;6;2;2024-02-01 11:51:00;;;215,65;90,0
253;2024-02-01;7449;6;2;2024-02-01 14:43:00;2024-02-01 16:27:40;104,68;82,17;90,0
254;2024-02-01;7459;6;2;2024-02-01 11:33:00;;;272,17;90,0
255;2024-02-02;3775;3;2;2024-02-02 10:39:00;;;116,24;60,0
256;2024-02-02;3784;3;2;2024-02-02 11:05:00;;;90,24;60,0
257;2024-02-02;3792;3;1;2024-02-02 12:21:00;;;81,63;60,0
258;2024-02-02;3820;3;2;2024-02-02 11:24:00;;;79,07;60,0
259;2024-02-02;3934;4;1;2024-02-02 12:40:00;;;62,63;60,0
260;2024-02-02;4334;4;2;2024-02-02 10:55:00;;;238,76;60,0
261;2024-02-02;4386;4;2;2024-02-02 12:51:00;;;122,76;60,0
262;2024-02-02;4431;4;2;2024-02-02 13:04:00;;;109,76;60,0
263;2024-02-02;4441;4;2;2024-02-02 11:48:00;;;185,76;60,0
264;2024-02-02;4527;4;2;2024-02-02 12:59:00;;;200,47;60,0
265;2024-02-02;4845;4;3;2024-02-02 12:51:00;2024-02-02 14:04:02;73,03;54,86;60,0
266;2024-02-02;5019;5;2;2024-02-02 15:45:00;2024-02-02 16:32:21;47,36;34,47;45,0
267;2024-02-02;5035;5;2;2024-02-02 10:00:00;;;379,47;45,0
268;2024-02-02;5044;5;2;2024-02-02 11:32:00;;;287,47;45,0
269;2024-02-02;5106;5;2;2024-02-02 14:08:00;;;131,47;45,0
270;2024-02-02;5107;5;2;2024-02-02 11:41:00;;;278,47;45,0
271;2024-02-02;5117;5;2;2024-02-02 11:17:00;;;302,47;45,0
272;2024-02-02;5164;5;2;2024-02-02 12:33:00;;;226,47;45,0
273;2024-02-02;5279;5;3;2024-02-02 13:07:00;;;56,71;45,0
274;2024-02-02;5292;5;3;2024-02-02 13:14:00;;;49,71;45,0
275;2024-02-02;5365;5;3;2024-02-02 13:24:00;;;46,96;45,0
276;2024-02-02;6216;6;2;2024-02-02 12:34:00;;;238,02;90,0
277;2024-02-02;6663;6;2;2024-02-02 14:31:00;;;129,34;90,0
278;2024-02-03;4233;4;1;2024-02-03 10:09:00;;;135,24;60,0
279;2024-02-03;5271;5;3;2024-02-03 12:19:00;;;51,63;45,0
280;2024-02-03;5376;5;3;2024-02-03 10:13:00;;;177,63;45,0
281;2024-02-04;3697;3;1;2024-02-04 11:12:00;;;89,29;60,0
282;2024-02-04;3849;3;3;2024-02-04 11:31:00;2024-02-04 12:32:45;61,77;46,33;60,0
283;2024-02-04;3999;4;1;2024-02-04 10:29:00;;;198,93;60,0
284;2024-02-04;4029;4;1;2024-02-04 12:43:00;;;64,93;60,0
285;2024-02-04;4132;4;1;2024-02-04 12:52:00;2024-02-04 13:59:45;67,75;55,93;60,0
286;2024-02-04;4177;4;1;2024-02-04 12:31:00;;;76,93;60,0
287;2024-02-04;4225;4;1;2024-02-04 12:54:00;2024-02-04 14:05:41;71,69;57,49;60,0
288;2024-02-04;4629;4;3;2024-02-04 10:57:00;;;136,12;60,0
289;2024-02-04;4809;4;3;2024-02-04 14:01:00;;;64,81;60,0
290;2024-02-04;4839;4;3;2024-02-04 12:22:00;;;163,81;60,0
291;2024-02-04;4928;5;1;2024-02-04 11:29:00;;;184,8;45,0
292;2024-02-04;4942;5;1;2024-02-04 12:13:00;;;140,8;45,0
293;2024-02-04;4976;5;1;2024-02-04 11:24:00;;;206,21;45,0
294;2024-02-04;4982;5;1;2024-02-04 10:30:00;;;260,21;45,0
295;2024-02-04;5106;5;2;2024-02-04 10:07:00;;;143,08;45,0
296;2024-02-04;5133;5;2;2024-02-04 11:19:00;;;71,08;45,0
297;2024-02-04;5192;5;2;2024-02-04 10:36:00;;;114,77;45,0
298;2024-02-04;5316;5;3;2024-02-04 12:00:00;;;206,81;45,0
299;2024-02-04;5326;5;3;2024-02-04 13:27:00;;;119,81;45,0
300;2024-02-04;5351;5;3;2024-02-04 13:56:00;;;90,81;45,0
301;2024-02-04;5363;5;3;2024-02-04 12:03:00;;;203,81;45,0
302;2024-02-04;6979;6;2;2024-02-04 11:14:00;;;116,67;90,0
303;2024-02-05;4781;4;3;2024-02-05 11:29:00;;;123,96;60,0
304;2024-02-05;4950;5;1;2024-02-05 11:00:00;2024-02-05 11:58:51;58,86;37,01;45,0
305;2024-02-05;5271;5;3;2024-02-05 11:00:00;;;240,51;45,0
306;2024-02-05;5277;5;3;2024-02-05 13:25:00;;;95,51;45,0
307;2024-02-05;8006;6;3;2024-02-05 14:52:00;2024-02-05 16:33:39;101,66;79,47;90,0
308;2024-02-05;8039;6;3;2024-02-05 12:53:00;;;198,47;90,0
309;2024-02-05;8396;6;3;2024-02-05 11:07:00;;;333,15;90,0
310;2024-02-06;4582;4;3;2024-02-06 10:29:00;;;61,11;60,0
311;2024-02-06;4841;4;3;2024-02-06 13:11:00;;;82,78;60,0
312;2024-02-06;5319;5;3;2024-02-06 11:21:00;;;196,13;45,0
313;2024-02-06;5379;5;3;2024-02-06 10:57:00;;;220,13;45,0
314;2024-02-06;8054;6;3;2024-02-06 11:13:00;;;204,13;90,0
315;2024-02-06;8178;6;3;2024-02-06 11:43:00;;;174,13;90,0
316;2024-02-07;4895;5;1;2024-02-07 10:23:00;;;66,45;45,0
317;2024-02-07;4938;5;1;2024-02-07 10:57:00;2024-02-07 11:47:34;50,58;36,56;45,0
318;2024-02-07;4967;5;1;2024-02-07 10:46:00;;;52,69;45,0
319;2024-02-07;4988;5;1;2024-02-07 10:51:00;;;47,69;45,0
320;2024-02-07;5272;5;3;2024-02-07 12:01:00;;;50,78;45,0
321;2024-02-07;5297;5;3;2024-02-07 10:49:00;;;122,78;45,0
322;2024-02-07;5322;5;3;2024-02-07 11:38:00;;;73,78;45,0
323;2024-02-07;5328;5;3;2024-02-07 12:21:00;2024-02-07 13:08:10;47,17;30,78;45,0
324;2024-02-07;5345;5;3;2024-02-07 10:29:00;;;142,78;45,0
325;2024-02-07;7315;6;2;2024-02-07 10:03:00;;;209,38;90,0
326;2024-02-07;7728;6;2;2024-02-07 12:18:00;2024-02-07 13:56:06;98,12;80,4;90,0
327;2024-02-07;7746;6;2;2024-02-07 11:28:00;;;130,4;90,0
328;2024-02-08;4925;5;1;2024-02-08 10:22:00;;;108,29;45,0
329;2024-02-08;4932;5;1;2024-02-08 11:07:00;;;63,29;45,0
330;2024-02-08;4988;5;1;2024-02-08 11:38:00;2024-02-08 12:31:18;53,31;32,29;45,0
331;2024-02-08;5214;5;2;2024-02-08 11:02:00;;;86,37;45,0
332;2024-02-08;6468;6;2;2024-02-08 11:18:00;;;114,98;90,0
333;2024-02-08;7198;6;2;2024-02-08 11:14:00;;;202,02;90,0
334;2024-02-08;7590;6;2;2024-02-08 12:39:00;;;137,66;90,0
335;2024-02-09;3321;2;3;2024-02-09 10:41:00;;;71,59;45,0
336;2024-02-09;3451;2;3;2024-02-09 11:03:00;;;62,09;45,0
