customer_id;home_location_id;name;age;income;loyalty_points;latitude;longitude
81;1;Customer 81;20;114477;1;55,4935;9,4735
82;1;Customer 82;18;134746;35;55,4822;9,479
83;1;Customer 83;18;93544;2;55,4902;9,4727
84;1;Customer 84;18;100136;2;55,4857;9,4668
85;1;Customer 85;23;99528;31;55,4771;9,4774
86;1;Customer 86;18;104046;30;55,5035;9,4712
87;1;Customer 87;21;100077;36;55,4848;9,4669
88;1;Customer 88;19;119328;34;55,4864;9,4876
89;1;Customer 89;23;115002;21;55,4834;9,4701
90;1;Customer 90;26;115094;20;55,4834;9,4802
91;1;Customer 91;18;113649;40;55,4967;9,4592
92;1;Customer 92;18;108697;32;55,4859;9,4638
93;1;Customer 93;21;112407;18;55,4909;9,4722
94;1;Customer 94;23;114128;34;55,4833;9,4786
95;1;Customer 95;21;112376;48;55,5064;9,4739
96;1;Customer 96;18;101730;20;55,4948;9,4656
97;1;Customer 97;19;109517;46;55,4973;9,4705
98;1;Customer 98;23;87097;45;55,5012;9,4627
99;1;Customer 99;18;118804;3;55,5018;9,4745
100;1;Customer 100;22;116969;13;55,4824;9,4698
101;1;Customer 101;18;107235;13;55,4908;9,4549
102;1;Customer 102;22;116755;42;55,4944;9,4662
103;1;Customer 103;21;105766;48;55,4895;9,4879
104;1;Customer 104;19;118712;45;55,4949;9,4578
105;1;Customer 105;18;107698;8;55,4972;9,4774
106;1;Customer 106;18;111583;7;55,4947;9,4728
107;1;Customer 107;19;128342;20;55,4982;9,4768
108;1;Customer 108;18;104999;14;55,4826;9,4763
109;1;Customer 109;20;116978;24;55,5056;9,4736
110;1;Customer 110;18;121641;2;55,4944;9,4646
111;1;Customer 111;21;117235;43;55,4773;9,4687
112;1;Customer 112;22;105755;12;55,5001;9,4685
113;1;Customer 113;25;107166;30;55,4899;9,4712
114;1;Customer 114;18;105839;42;55,4891;9,472
115;1;Customer 115;25;99645;37;55,4922;9,4795
116;1;Customer 116;18;99561;45;55,4891;9,4714
117;1;Customer 117;18;114256;19;55,4927;9,4752
118;1;Customer 118;19;111266;30;55,4858;9,4687
119;1;Customer 119;21;118719;11;55,5004;9,4711
120;1;Customer 120;22;122263;28;55,4908;9,4528
121;1;Customer 121;21;119824;34;55,4797;9,4587
122;1;Customer 122;18;101923;44;55,4811;9,4757
123;1;Customer 123;24;122722;1;55,4766;9,4723
124;1;Customer 124;23;121617;48;55,4904;9,4722
125;1;Customer 125;21;116609;28;55,4762;9,4839
126;1;Customer 126;19;99985;19;55,4839;9,4554
127;1;Customer 127;18;99139;48;55,4888;9,4711
128;1;Customer 128;19;119526;34;55,5012;9,4838
129;1;Customer 129;19;116005;47;55,498;9,469
130;1;Customer 130;21;101645;34;55,4822;9,4773
131;1;Customer 131;19;113255;24;55,4945;9,4766
132;1;Customer 132;18;127146;44;55,4821;9,4692
133;1;Customer 133;19;121595;37;55,4929;9,474
134;1;Customer 134;18;117035;8;55,486;9,4847
135;1;Customer 135;22;119081;8;55,4818;9,4796
136;1;Customer 136;20;104958;40;55,4981;9,4743
137;1;Customer 137;22;112383;35;55,4802;9,4598
138;1;Customer 138;18;100371;14;55,4979;9,4968
139;1;Customer 139;24;107148;33;55,4968;9,4671
140;1;Customer 140;20;105656;13;55,4935;9,4748
141;1;Customer 141;18;93626;37;55,4936;9,4646
142;1;Customer 142;23;103611;35;55,5069;9,4766
143;1;Customer 143;21;115879;32;55,4841;9,4622
144;1;Customer 144;21;105148;13;55,4957;9,4803
145;1;Customer 145;21;112528;50;55,4904;9,4722
146;1;Customer 146;19;111174;28;55,4918;9,4727
147;1;Customer 147;19;104921;21;55,4822;9,4679
148;1;Customer 148;18;106709;7;55,4918;9,4636
149;1;Customer 149;21;112259;47;55,4872;9,4678
150;1;Customer 150;19;106238;0;55,4922;9,4914
151;1;Customer 151;21;124753;24;55,4891;9,4868
152;1;Customer 152;25;117313;33;55,4915;9,4603
153;1;Customer 153;18;110337;9;55,4943;9,4789
154;1;Customer 154;20;107782;30;55,4846;9,4678
155;1;Customer 155;18;109389;32;55,4914;9,478
156;1;Customer 156;22;117326;28;55,477;9,481
157;1;Customer 157;18;97688;40;55,4937;9,4656
158;1;Customer 158;26;107605;34;55,4929;9,45
159;1;Customer 159;21;109003;31;55,4933;9,4578
160;1;Customer 160;18;116063;45;55,4739;9,4683
161;1;Customer 161;18;112418;15;55,4901;9,4734
162;1;Customer 162;25;104644;46;55,4838;9,4803
163;1;Customer 163;22;112231;2;55,4884;9,481
164;1;Customer 164;20;99123;32;55,496;9,4666
165;1;Customer 165;24;115825;37;55,4861;9,4684
166;1;Customer 166;18;101235;24;55,49;9,479
167;1;Customer 167;19;115098;42;55,4784;9,4681
168;1;Customer 168;18;133095;0;55,4902;9,4682
169;1;Customer 169;18;94077;34;55,481;9,4715
170;1;Customer 170;27;109358;10;55,4932;9,4828
171;1;Customer 171;26;107684;1;55,4855;9,4719
172;1;Customer 172;18;90662;17;55,4821;9,4695
173;1;Customer 173;18;116475;7;55,4952;9,4821
174;1;Customer 174;18;122523;35;55,4885;9,4714
175;1;Customer 175;18;101306;1;55,4957;9,4852
176;1;Customer 176;21;112961;42;55,4961;9,4819
177;1;Customer 177;18;107437;2;55,4885;9,4505
178;1;Customer 178;21;121102;20;55,4904;9,4722
179;1;Customer 179;18;132137;48;55,4847;9,4729
180;1;Customer 180;18;117393;3;55,4686;9,4758
181;1;Customer 181;22;117607;2;55,4912;9,472
182;1;Customer 182;20;121202;10;55,4828;9,4651
183;1;Customer 183;21;92271;45;55,4955;9,4736
184;1;Customer 184;21;102945;40;55,4945;9,4631
185;1;Customer 185;18;115776;3;55,4866;9,4794
186;1;Customer 186;20;105593;18;55,4732;9,471
187;1;Customer 187;18;98402;24;55,4974;9,4632
188;1;Customer 188;18;97629;0;55,4908;9,4827
189;1;Customer 189;23;109683;11;55,4991;9,4688
190;1;Customer 190;18;105717;45;55,4986;9,4575
191;1;Customer 191;20;109751;2;55,4754;9,4823
192;1;Customer 192;20;111152;14;55,4972;9,4666
193;1;Customer 193;19;107889;10;55,4876;9,4631
194;1;Customer 194;21;96353;37;55,4968;9,4764
195;1;Customer 195;23;120331;32;55,4872;9,4691
196;1;Customer 196;18;105916;41;55,4987;9,4718
197;1;Customer 197;23;105938;47;55,4831;9,4639
198;1;Customer 198;20;120830;45;55,4963;9,4626
199;1;Customer 199;21;95719;23;55,4916;9,4784
200;1;Customer 200;19;109110;45;55,4876;9,4796
201;1;Customer 201;21;135909;44;55,4894;9,4813
202;1;Customer 202;22;131497;9;55,4758;9,4693
203;1;Customer 203;20;108352;16;55,4845;9,4764
204;1;Customer 204;22;107385;41;55,4864;9,4794
205;1;Customer 205;19;93228;29;55,4956;9,4812
206;1;Customer 206;18;105399;15;55,4827;9,478
207;1;Customer 207;18;110883;32;55,4795;9,466
208;1;Customer 208;20;114569;10;55,4922;9,4732
209;1;Customer 209;18;122599;16;55,4862;9,4768
210;1;Customer 210;21;144671;10;55,5053;9,4718
211;1;Customer 211;19;106030;10;55,4763;9,4727
212;1;Customer 212;22;118396;32;55,4779;9,4843
213;1;Customer 213;20;116470;2;55,4901;9,4649
214;1;Customer 214;26;107297;49;55,4859;9,477
215;1;Customer 215;18;106080;29;55,4951;9,485
216;1;Customer 216;18;120310;20;55,4968;9,4814
217;1;Customer 217;18;109404;49;55,486;9,4626
218;1;Customer 218;20;115328;12;55,4817;9,4665
219;1;Customer 219;22;103915;41;55,4984;9,4664
220;1;Customer 220;23;100580;12;55,4961;9,4751
221;1;Customer 221;21;103533;25;55,4858;9,4579
222;1;Customer 222;20;119354;44;55,4937;9,4799
223;1;Customer 223;18;130323;37;55,4787;9,4735
224;1;Customer 224;23;119176;20;55,5008;9,4638
225;1;Customer 225;18;110316;13;55,495;9,4613
226;1;Customer 226;22;119813;34;55,4853;9,4697
227;1;Customer 227;18;109045;8;55,5039;9,4815
228;1;Customer 228;22;104611;0;55,5029;9,4663
229;1;Customer 229;19;108656;22;55,4812;9,4715
230;1;Customer 230;19;98324;12;55,4923;9,4825
231;1;Customer 231;18;113401;16;55,4953;9,4693
232;1;Customer 232;20;113558;3;55,4998;9,4718
233;1;Customer 233;18;126198;38;55,48;9,4864
234;1;Customer 234;19;127888;29;55,4995;9,4679
235;1;Customer 235;19;105865;18;55,4851;9,4601
236;1;Customer 236;20;111453;45;55,4894;9,4564
237;1;Customer 237;18;100892;50;55,4979;9,4697
238;1;Customer 238;18;110487;1;55,4976;9,465
239;1;Customer 239;21;123490;42;55,4868;9,4893
240;1;Customer 240;20;116744;17;55,4892;9,474
241;1;Customer 241;20;117457;44;55,5033;9,4709
242;1;Customer 242;18;111196;44;55,4929;9,4812
243;1;Customer 243;18;114761;14;55,4862;9,483
244;1;Customer 244;18;103359;47;55,4758;9,4839
245;1;Customer 245;19;113187;29;55,4826;9,4661
246;1;Customer 246;18;132977;19;55,4921;9,4653
247;1;Customer 247;18;104128;1;55,4923;9,4715
248;1;Customer 248;18;120206;18;55,496;9,4781
249;1;Customer 249;26;101636;36;55,4904;9,4722
250;1;Customer 250;27;125459;33;55,4887;9,4798
251;1;Customer 251;18;112608;5;55,5038;9,4718
252;1;Customer 252;20;95745;15;55,4783;9,469
253;1;Customer 253;20;121983;43;55,4925;9,4642
254;1;Customer 254;23;95435;26;55,4837;9,4604
255;1;Customer 255;18;104305;4;55,4996;9,4651
256;1;Customer 256;18;105975;29;55,4971;9,4671
257;1;Customer 257;21;113458;3;55,4904;9,4722
258;1;Customer 258;19;112803;27;55,4758;9,4634
259;1;Customer 259;20;95465;45;55,4756;9,4728
260;1;Customer 260;18;121987;8;55,496;9,4711
261;1;Customer 261;18;112473;10;55,4918;9,4858
262;1;Customer 262;20;90064;22;55,4884;9,4843
263;1;Customer 263;18;116439;27;55,4893;9,4674
264;1;Customer 264;18;93430;44;55,4917;9,4852
265;1;Customer 265;24;120355;48;55,498;9,4722
266;1;Customer 266;18;100139;36;55,4918;9,4875
267;1;Customer 267;18;103304;41;55,4845;9,4847
268;1;Customer 268;20;102402;45;55,4991;9,4623
269;1;Customer 269;22;114366;0;55,51;9,4634
270;1;Customer 270;22;112211;32;55,4877;9,4777
271;1;Customer 271;18;112446;31;55,4918;9,4691
272;1;Customer 272;19;114285;37;55,4959;9,4764
273;1;Customer 273;20;118902;26;55,4781;9,4765
274;1;Customer 274;20;96786;6;55,5048;9,4798
275;1;Customer 275;25;111271;4;55,4901;9,4716
276;1;Customer 276;18;97763;38;55,5048;9,4676
277;1;Customer 277;18;86986;46;55,4802;9,4774
278;1;Customer 278;22;96630;1;55,4927;9,4616
279;1;Customer 279;18;121475;21;55,4751;9,476
280;1;Customer 280;18;96651;8;55,4837;9,4811
281;1;Customer 281;19;110265;32;55,4781;9,4684
282;1;Customer 282;18;118459;2;55,4925;9,4604
283;1;Customer 283;20;111914;26;55,4897;9,4648
284;1;Customer 284;24;94931;18;55,491;9,4636
285;1;Customer 285;19;113227;45;55,4914;9,458
286;1;Customer 286;18;113331;20;55,4916;9,4874
287;1;Customer 287;22;114428;35;55,4967;9,4722
288;1;Customer 288;18;104328;28;55,4793;9,4729
289;1;Customer 289;21;128833;50;55,4828;9,4811
290;1;Customer 290;18;111194;32;55,4874;9,4852
291;1;Customer 291;18;117919;45;55,4843;9,4654
292;1;Customer 292;21;108856;48;55,4865;9,4768
293;1;Customer 293;18;117362;0;55,4904;9,4722
294;1;Customer 294;18;98374;21;55,493;9,47
295;1;Customer 295;21;99738;35;55,4927;9,4699
296;1;Customer 296;20;115548;17;55,4918;9,4658
297;1;Customer 297;22;116147;32;55,5024;9,4653
298;1;Customer 298;21;98981;9;55,4952;9,4764
299;1;Customer 299;23;90592;25;55,493;9,4689
300;1;Customer 300;19;109196;6;55,4846;9,4813
301;1;Customer 301;18;108739;24;55,4771;9,4531
302;1;Customer 302;18;111213;45;55,4962;9,4695
303;1;Customer 303;25;113000;37;55,4959;9,4663
304;1;Customer 304;18;101604;41;55,4849;9,4753
305;1;Customer 305;27;111618;20;55,4843;9,4898
306;1;Customer 306;18;89523;50;55,5026;9,4821
307;1;Customer 307;24;96173;7;55,488;9,4703
308;1;Customer 308;18;106367;21;55,4757;9,4785
309;1;Customer 309;18;109936;38;55,5011;9,4595
310;1;Customer 310;18;107335;20;55,4883;9,4644
311;1;Customer 311;18;115274;2;55,4927;9,461
312;1;Customer 312;22;125201;48;55,4957;9,4814
313;1;Customer 313;18;104919;14;55,4856;9,468
314;1;Customer 314;18;123322;42;55,4831;9,4766
315;1;Customer 315;27;99124;38;55,4856;9,4775
316;1;Customer 316;18;117434;11;55,5029;9,4692
317;1;Customer 317;18;103850;39;55,5023;9,4779
318;1;Customer 318;18;124806;12;55,4852;9,4753
319;1;Customer 319;18;90976;24;55,497;9,4678
320;1;Customer 320;19;100751;20;55,485;9,4806
321;1;Customer 321;18;91926;44;55,4892;9,4635
322;1;Customer 322;18;119492;48;55,4836;9,4781
323;1;Customer 323;20;95902;49;55,4963;9,4778
324;1;Customer 324;21;134110;32;55,5045;9,47
325;1;Customer 325;18;90449;32;55,4934;9,4682
326;1;Customer 326;20;115493;3;55,4834;9,4767
327;1;Customer 327;23;126878;35;55,489;9,4788
328;1;Customer 328;18;105665;29;55,4931;9,4621
329;1;Customer 329;22;106620;20;55,4823;9,4757
330;1;Customer 330;22;103164;4;55,4863;9,4701
331;1;Customer 331;18;100995;30;55,4872;9,4539
332;1;Customer 332;21;106848;15;55,5001;9,4725
333;1;Customer 333;22;122885;19;55,4884;9,4614
334;1;Customer 334;19;102420;7;55,5007;9,4739
335;1;Customer 335;18;103090;0;55,4807;9,4584
336;1;Customer 336;24;106105;46;55,4787;9,477
337;1;Customer 337;22;129834;35;55,4756;9,4662
338;1;Customer 338;18;106841;23;55,4899;9,4701
339;1;Customer 339;18;112330;20;55,48;9,4681
340;1;Customer 340;21;105065;47;55,4783;9,4845
341;1;Customer 341;18;104434;9;55,4816;9,4732
342;1;Customer 342;18;125248;16;55,4792;9,473
343;1;Customer 343;18;108848;29;55,4809;9,472
344;1;Customer 344;18;120985;9;55,502;9,4693
345;1;Customer 345;18;114609;13;55,4831;9,4704
346;1;Customer 346;19;121577;11;55,4947;9,4759
347;1;Customer 347;18;113043;20;55,501;9,4791
348;1;Customer 348;22;87773;10;55,4947;9,473
349;1;Customer 349;20;118569;4;55,4819;9,4841
350;1;Customer 350;23;100726;31;55,4959;9,4554
351;1;Customer 351;20;107367;23;55,4993;9,4706
352;1;Customer 352;19;107810;30;55,483;9,4687
353;1;Customer 353;20;138635;49;55,4827;9,4571
354;1;Customer 354;26;114522;23;55,4893;9,4655
355;1;Customer 355;18;128477;6;55,496;9,4779
356;1;Customer 356;19;97083;20;55,5001;9,4621
357;1;Customer 357;18;117734;27;55,4961;9,4567
358;1;Customer 358;18;102819;38;55,4911;9,4761
359;1;Customer 359;18;99842;3;55,4945;9,4716
360;1;Customer 360;23;108983;1;55,4853;9,4753
361;1;Customer 361;18;105286;40;55,4833;9,4782
362;1;Customer 362;22;104659;1;55,4811;9,4845
363;1;Customer 363;25;120668;22;55,4968;9,471
364;1;Customer 364;18;106965;43;55,4966;9,477
365;1;Customer 365;18;109989;15;55,4795;9,4709
366;1;Customer 366;23;116818;35;55,4821;9,466
367;1;Customer 367;22;107405;1;55,4951;9,4818
368;1;Customer 368;18;124928;31;55,5037;9,4707
369;1;Customer 369;19;91674;3;55,5096;9,4748
370;1;Customer 370;19;109876;27;55,4799;9,4682
371;1;Customer 371;22;105088;25;55,482;9,4794
372;1;Customer 372;20;118569;17;55,4921;9,4552
373;1;Customer 373;18;107801;31;55,4872;9,4721
374;1;Customer 374;21;112350;23;55,4711;9,4663
375;1;Customer 375;21;94180;7;55,4948;9,459
376;1;Customer 376;21;91697;0;55,5039;9,4719
377;1;Customer 377;18;124685;3;55,4914;9,4719
378;1;Customer 378;18;96569;10;55,4877;9,4704
379;1;Customer 379;22;101967;42;55,485;9,4634
380;1;Customer 380;21;114329;10;55,4813;9,4648
381;1;Customer 381;18;120888;24;55,4941;9,4779
382;1;Customer 382;19;129238;41;55,4845;9,4702
383;1;Customer 383;18;118814;49;55,4802;9,4748
384;1;Customer 384;18;99966;29;55,4893;9,4871
385;1;Customer 385;18;113285;18;55,4852;9,4668
386;1;Customer 386;18;116730;26;55,4909;9,4635
387;1;Customer 387;18;99479;30;55,4857;9,4746
388;1;Customer 388;18;117691;44;55,4813;9,4641
389;1;Customer 389;18;107221;49;55,4841;9,4697
390;1;Customer 390;21;95838;16;55,4847;9,4812
391;1;Customer 391;20;96110;11;55,4883;9,4722
392;1;Customer 392;18;109540;49;55,4868;9,4621
393;1;Customer 393;21;109777;9;55,4879;9,4624
394;1;Customer 394;18;93475;24;55,4809;9,4723
395;1;Customer 395;18;104669;13;55,481;9,4826
396;1;Customer 396;18;98579;42;55,5013;9,461
397;1;Customer 397;23;106725;35;55,4921;9,4797
398;1;Customer 398;26;103521;45;55,4902;9,463
399;1;Customer 399;21;119876;5;55,48;9,4615
400;1;Customer 400;24;110475;32;55,4866;9,4816
401;1;Customer 401;23;102842;7;55,4991;9,4641
402;1;Customer 402;21;85831;23;55,4902;9,4784
403;1;Customer 403;22;116099;33;55,4966;9,4771
404;1;Customer 404;21;124697;35;55,4957;9,4849
405;1;Customer 405;21;107554;1;55,5002;9,47
406;1;Customer 406;22;100005;16;55,4911;9,4815
407;1;Customer 407;20;88394;17;55,4898;9,4699
408;1;Customer 408;18;123917;5;55,4952;9,4715
409;1;Customer 409;18;105182;1;55,5064;9,4675
410;1;Customer 410;19;120776;25;55,4843;9,4818
411;1;Customer 411;23;116304;35;55,4797;9,4775
412;1;Customer 412;23;107940;15;55,4991;9,4583
413;1;Customer 413;18;110353;41;55,4851;9,4663
414;1;Customer 414;20;112609;42;55,4744;9,4729
415;1;Customer 415;25;107343;24;55,483;9,4759
416;1;Customer 416;20;109746;5;55,4974;9,4716
417;1;Customer 417;18;108548;45;55,4997;9,4691
418;1;Customer 418;18;105839;45;55,4835;9,489
419;1;Customer 419;25;112393;48;55,4944;9,4665
420;1;Customer 420;20;121271;27;55,4874;9,4716
421;1;Customer 421;22;118082;4;55,5016;9,4818
422;1;Customer 422;18;98468;37;55,4765;9,4644
423;1;Customer 423;22;113835;5;55,4834;9,4646
424;1;Customer 424;18;108587;46;55,5015;9,4646
425;1;Customer 425;19;120424;48;55,4904;9,4722
426;1;Customer 426;24;104005;44;55,501;9,4712
427;1;Customer 427;18;108612;27;55,4859;9,4738
428;1;Customer 428;23;120080;40;55,4875;9,4706
429;1;Customer 429;21;113086;11;55,4904;9,4722
430;1;Customer 430;19;110739;36;55,5072;9,4589
431;1;Customer 431;19;92375;48;55,4814;9,4735
432;1;Customer 432;24;105341;44;55,4898;9,4721
433;1;Customer 433;19;80866;14;55,4999;9,4696
434;1;Customer 434;18;102580;14;55,4827;9,4678
435;1;Customer 435;21;106936;11;55,483;9,4631
436;1;Customer 436;18;94442;41;55,5006;9,4665
437;1;Customer 437;22;101025;25;55,4996;9,4657
438;1;Customer 438;21;113158;17;55,4883;9,4628
439;1;Customer 439;23;116112;41;55,4901;9,4787
440;1;Customer 440;20;100124;4;55,4776;9,4761
441;1;Customer 441;18;96230;30;55,4875;9,4719
442;1;Customer 442;21;123277;32;55,4801;9,4795
443;1;Customer 443;18;129118;44;55,5045;9,4783
444;1;Customer 444;18;95089;38;55,506;9,4805
445;1;Customer 445;21;112576;36;55,4787;9,4687
446;1;Customer 446;20;103355;18;55,4829;9,4748
447;1;Customer 447;19;92771;28;55,4975;9,4783
448;1;Customer 448;20;130827;35;55,4861;9,4669
449;1;Customer 449;19;108902;29;55,4902;9,4631
450;1;Customer 450;22;113001;23;55,4867;9,4744
451;1;Customer 451;18;123591;9;55,49;9,4742
452;1;Customer 452;22;108527;38;55,4775;9,475
453;1;Customer 453;18;119474;34;55,4892;9,471
454;1;Customer 454;20;96264;17;55,484;9,4688
455;1;Customer 455;19;114745;3;55,5012;9,4807
456;1;Customer 456;18;99151;48;55,4785;9,4697
457;1;Customer 457;21;108821;22;55,5059;9,465
458;1;Customer 458;18;119524;47;55,4967;9,4634
459;1;Customer 459;19;110852;47;55,4843;9,4669
460;1;Customer 460;21;118255;38;55,4962;9,4669
461;1;Customer 461;20;96064;19;55,4883;9,4804
462;1;Customer 462;19;118488;22;55,4795;9,4615
463;1;Customer 463;18;107146;31;55,4819;9,4656
464;1;Customer 464;18;116131;16;55,4814;9,4744
465;1;Customer 465;26;111063;7;55,4987;9,4823
466;1;Customer 466;19;103491;41;55,4923;9,479
467;1;Customer 467;18;115319;23;55,499;9,4896
468;1;Customer 468;22;107469;24;55,4803;9,4796
469;1;Customer 469;19;117067;10;55,4962;9,4751
470;1;Customer 470;18;116557;17;55,4816;9,4656
471;1;Customer 471;18;119310;48;55,5079;9,467
472;1;Customer 472;21;109524;50;55,4991;9,4827
473;1;Customer 473;18;105341;46;55,4948;9,4844
474;1;Customer 474;19;109966;26;55,4844;9,4634
475;1;Customer 475;18;116359;42;55,4891;9,4687
476;1;Customer 476;22;101601;40;55,4838;9,4727
477;1;Customer 477;22;108287;25;55,4813;9,4838
478;1;Customer 478;18;109725;18;55,4824;9,48
479;1;Customer 479;20;102672;8;55,4847;9,4662
480;1;Customer 480;18;111595;44;55,4904;9,4722
481;1;Customer 481;19;91691;34;55,4944;9,4649
482;1;Customer 482;22;109530;38;55,4885;9,4699
483;1;Customer 483;20;98641;16;55,4822;9,4835
484;1;Customer 484;25;109487;14;55,4891;9,4734
485;1;Customer 485;25;119466;17;55,4991;9,4835
486;1;Customer 486;18;112198;49;55,4872;9,4746
487;1;Customer 487;25;108617;37;55,5017;9,4638
488;1;Customer 488;21;111036;11;55,4874;9,4793
489;1;Customer 489;26;107110;26;55,4864;9,4781
490;1;Customer 490;18;92463;44;55,4897;9,4582
491;1;Customer 491;18;104179;24;55,481;9,4578
492;1;Customer 492;25;113966;23;55,5018;9,4914
493;1;Customer 493;26;99252;37;55,4961;9,4707
494;1;Customer 494;24;100097;26;55,4976;9,467
495;1;Customer 495;21;85886;44;55,5082;9,4793
496;1;Customer 496;21;96432;30;55,5059;9,4759
497;1;Customer 497;19;104278;38;55,4914;9,4722
498;1;Customer 498;18;99776;45;55,4882;9,4834
499;1;Customer 499;19;106992;23;55,48;9,4768
500;1;Customer 500;20;123188;22;55,4877;9,4573
501;1;Customer 501;18;114740;23;55,5069;9,4806
502;1;Customer 502;21;104767;31;55,4966;9,4623
503;1;Customer 503;20;121824;34;55,4825;9,4743
504;1;Customer 504;18;102464;6;55,4914;9,4639
505;1;Customer 505;20;108815;13;55,4755;9,468
506;1;Customer 506;22;96839;27;55,4856;9,4713
507;1;Customer 507;18;101842;23;55,4775;9,4683
508;1;Customer 508;18;99915;17;55,4963;9,4674
509;1;Customer 509;18;107593;1;55,49;9,461
510;1;Customer 510;20;116347;38;55,4932;9,4772
511;1;Customer 511;26;100425;5;55,4814;9,4807
512;1;Customer 512;22;94674;36;55,4831;9,4793
513;1;Customer 513;20;115187;34;55,4956;9,4652
514;1;Customer 514;25;113612;1;55,4976;9,4806
515;1;Customer 515;18;123955;50;55,4866;9,4793
516;1;Customer 516;21;107340;41;55,4904;9,4815
517;1;Customer 517;20;118181;2;55,4938;9,4758
518;1;Customer 518;18;94955;27;55,5022;9,4761
519;1;Customer 519;20;114524;9;55,5077;9,4693
